,WTemp_C1_Avg
3709,12.4639
3710,12.4065
3711,12.33945
3712,12.32044
3713,12.29845
3714,12.23675
3715,12.19388
3716,12.16665
3717,12.13548
3718,12.09589
3719,12.05744
3720,12.01986
3721,11.97671
3722,11.9299
3723,11.87956
3724,11.8192
3725,11.78299
3726,11.76981
3727,11.78896
3728,11.83188
3729,11.88189
3730,11.93645
3731,11.99747
3732,12.03279
3733,12.03121
3734,12.02098
3735,11.99974
3736,11.97105
3737,11.97073
3738,11.94247
3739,11.91984
3740,11.89708
3741,11.8754
3742,11.85386
3743,11.82864
3744,11.79674
3745,11.77289
3746,11.74845
3747,11.71459
3748,11.67529
3749,11.65647
3750,11.65948
3751,11.68557
3752,11.73522
3753,11.84659
3754,11.92331
3755,12.02892
3756,12.07125
3757,12.08444
3758,12.07773
3759,12.06839
3760,12.04774
3761,12.02636
3762,12.00852
3763,11.99635
3764,11.98515
3765,11.97511
3766,11.9556
3767,11.93899
3768,11.92828
3769,11.91073
3770,11.87318
3771,11.84316
3772,11.8102
3773,11.79516
3774,11.8081
3775,11.86369
3776,11.94925
3777,12.03881
3778,12.22062
3779,12.20553
3780,12.27572
3781,12.3419
3782,12.30144
3783,12.26697
3784,12.25223
3785,12.23973
3786,12.23301
3787,12.22913
3788,12.21011
3789,12.1947
3790,12.17325
3791,12.13594
3792,12.11039
3793,12.0844
3794,12.06269
3795,12.02549
3796,11.99919
3797,11.9661
3798,11.95564
3799,12.02937
3800,12.16971
3801,12.35515
3802,12.68551
3803,12.67104
3804,12.64243
3805,12.55247
3806,12.46641
3807,12.42853
3808,12.44061
3809,12.43452
3810,12.44441
3811,12.44774
3812,12.42657
3813,12.44405
3814,12.42105
3815,12.41134
3816,12.41031
3817,12.42254
3818,12.40753
3819,12.39424
3820,12.37672
3821,12.36718
3822,12.37752
3823,12.42263
3824,12.50273
3825,12.59641
3826,12.76793
3827,13.14051
3828,13.17839
3829,13.20894
3830,13.09213
3831,12.96597
3832,12.93874
3833,12.92461
3834,12.92945
3835,12.93099
3836,12.90764
3837,12.90899
3838,12.82641
3839,12.81563
3840,12.8176
3841,12.79793
3842,12.77979
3843,12.76085
3844,12.73639
3845,12.73631
3846,12.74962
3847,12.77957
3848,12.83261
3849,12.90549
3850,12.98511
3851,13.12437
3852,13.28873
3853,13.39549
3854,13.33084
3855,13.24467
3856,13.17959
3857,13.16703
3858,13.15919
3859,13.1993
3860,13.25264
3861,13.22091
3862,13.23425
3863,13.21526
3864,13.13627
3865,13.09786
3866,13.09085
3867,13.07981
3868,13.05887
3869,13.04441
3870,13.09645
3871,13.16801
3872,13.25728
3873,13.37371
3874,13.98105
3875,14.04841
3876,14.16302
3877,14.16505
3878,14.20799
3879,13.97998
3880,13.90727
3881,13.85968
3882,13.8327
3883,13.83875
3884,13.82658
3885,13.81395
3886,13.80272
3887,13.79331
3888,13.74277
3889,13.73614
3890,13.75279
3891,13.7466
3892,13.75853
3893,13.75919
3894,13.77445
3895,13.88762
3896,13.95842
3897,13.98701
3898,14.02383
3899,14.09911
3900,14.11795
3901,14.16002
3902,14.18454
3903,14.22135
3904,14.16053
3905,14.08471
3906,14.04327
3907,14.02147
3908,14.02951
3909,14.00559
3910,13.98953
3911,13.97267
3912,13.94196
3913,13.92447
3914,13.88567
3915,13.85308
3916,13.82982
3917,13.81279
3918,13.82229
3919,13.87494
3920,13.88846
3921,14.05186
3922,14.37773
3923,14.37312
3924,14.7423
3925,14.93235
3926,15.1387
3927,15.15681
3928,14.90702
3929,14.56644
3930,14.44191
3931,14.57789
3932,14.53636
3933,14.45818
3934,14.37298
3935,14.32871
3936,14.32406
3937,14.29232
3938,14.30452
3939,14.32492
3940,14.35233
3941,14.42495
3942,14.45219
3943,14.54644
3944,14.60221
3945,14.67694
3946,14.95435
3947,15.29822
3948,15.21076
3949,15.18822
3950,15.24698
3951,15.17287
3952,15.10125
3953,15.07729
3954,15.06619
3955,15.04741
3956,15.04256
3957,15.02915
3958,15.01552
3959,14.98473
3960,14.84965
3961,14.78712
3962,14.78751
3963,14.77991
3964,14.75954
3965,14.76447
3966,14.81104
3967,14.90565
3968,15.04495
3969,15.27232
3970,15.40915
3971,15.87475
3972,16.15101
3973,16.09827
3974,15.89256
3975,15.69719
3976,15.57289
3977,15.51549
3978,15.50098
3979,15.53183
3980,15.56921
3981,15.53642
3982,15.48281
3983,15.44153
3984,15.40483
3985,15.38382
3986,15.3957
3987,15.39359
3988,15.38133
3989,15.37312
3990,15.39236
3991,15.4501
3992,15.53859
3993,15.85818
3994,16.01723
3995,16.03664
3996,16.05006
3997,16.1202
3998,16.05822
3999,15.96742
4000,15.84436
4001,15.74746
4002,15.71523
4003,15.68588
4004,15.66497
4005,15.6593
4006,15.65031
4007,15.63836
4008,15.61526
4009,15.5949
4010,15.57442
4011,15.56111
4012,15.53183
4013,15.49813
4014,15.49631
4015,15.53645
4016,15.62845
4017,15.74652
4018,15.91714
4019,16.07389
4020,16.33834
4021,16.3834
4022,16.38355
4023,16.39047
4024,16.31928
4025,16.24097
4026,16.19599
4027,16.1917
4028,16.19528
4029,16.1722
4030,16.13338
4031,16.10191
4032,16.07674
4033,16.08182
4034,16.03992
4035,16.03559
4036,16.04579
4037,16.0488
4038,16.08099
4039,16.18728
4040,16.31493
4041,16.44648
4042,16.58651
4043,16.7716
4044,16.89854
4045,16.96237
4046,16.91564
4047,16.85408
4048,16.79051
4049,16.75444
4050,16.70946
4051,16.71505
4052,16.71184
4053,16.68937
4054,16.64248
4055,16.57949
4056,16.5186
4057,16.49492
4058,16.48586
4059,16.49319
4060,16.49944
4061,16.45259
4062,16.47824
4063,16.57964
4064,16.72738
4065,16.81447
4066,16.98838
4067,17.0483
4068,17.04786
4069,17.06971
4070,17.09156
4071,17.10173
4072,17.0634
4073,17.00726
4074,16.95818
4075,16.90979
4076,16.86527
4077,16.8259
4078,16.79295
4079,16.75841
4080,16.72777
4081,16.69962
4082,16.67449
4083,16.64564
4084,16.62685
4085,16.61634
4086,16.62702
4087,16.65954
4088,16.76013
4089,16.91974
4090,17.07828
4091,17.12977
4092,17.1488
4093,17.16811
4094,17.1315
4095,17.10015
4096,17.05657
4097,17.03031
4098,16.99486
4099,16.96829
4100,16.9413
4101,16.90808
4102,16.89808
4103,16.86238
4104,16.83569
4105,16.81253
4106,16.78613
4107,16.74519
4108,16.73152
4109,16.71292
4110,16.71484
4111,16.75318
4112,16.78383
4113,16.76516
4114,16.80119
4115,16.99187
4116,17.16862
4117,17.1734
4118,16.97228
4119,16.94237
4120,16.93149
4121,16.91374
4122,16.90632
4123,16.89923
4124,16.88467
4125,16.87489
4126,16.86316
4127,16.84846
4128,16.84224
4129,16.83305
4130,16.81664
4131,16.79088
4132,16.77058
4133,16.75635
4134,16.75825
4135,16.81551
4136,16.88881
4137,16.93989
4138,16.98353
4139,17.04683
4140,17.08893
4141,17.10953
4142,17.11404
4143,17.10169
4144,17.08125
4145,17.05199
4146,17.03143
4147,17.013
4148,16.99379
4149,16.97872
4150,16.96098
4151,16.94167
4152,16.93642
4153,16.92037
4154,16.89964
4155,16.87898
4156,16.85897
4157,16.83766
4158,16.8661
4159,16.9438
4160,17.01392
4161,17.28016
4162,17.74877
4163,17.61688
4164,17.56736
4165,17.58881
4166,17.59199
4167,17.52356
4168,17.45884
4169,17.42716
4170,17.41541
4171,17.38599
4172,17.34545
4173,17.3199
4174,17.30035
4175,17.27822
4176,17.24414
4177,17.20724
4178,17.17589
4179,17.15213
4180,17.1315
4181,17.10149
4182,17.11276
4183,17.1841
4184,17.31481
4185,17.42631
4186,17.45603
4187,17.55362
4188,17.61827
4189,17.63551
4190,17.63534
4191,17.61943
4192,17.57413
4193,17.53313
4194,17.51638
4195,17.49557
4196,17.45917
4197,17.42969
4198,17.38989
4199,17.37733
4200,17.35351
4201,17.33757
4202,17.31106
4203,17.28404
4204,17.26147
4205,17.2436
4206,17.2889
4207,17.36199
4208,17.39764
4209,17.61058
4210,17.73532
4211,17.76425
4212,17.87304
4213,17.85638
4214,17.8267
4215,17.78774
4216,17.74729
4217,17.72297
4218,17.70613
4219,17.68938
4220,17.67276
4221,17.65489
4222,17.62881
4223,17.60329
4224,17.5923
4225,17.55788
4226,17.53898
4227,17.49749
4228,17.45617
4229,17.44183
4230,17.48142
4231,17.55393
4232,17.72033
4233,17.73339
4234,17.77301
4235,17.9082
4236,18.03272
4237,18.02751
4238,18.02456
4239,18.009
4240,17.97929
4241,17.94297
4242,17.91599
4243,17.89883
4244,17.88626
4245,17.86194
4246,17.83847
4247,17.81392
4248,17.79989
4249,17.76571
4250,17.73928
4251,17.71751
4252,17.68002
4253,17.66548
4254,17.69767
4255,17.77228
4256,17.81101
4257,17.98764
4258,18.12129
4259,18.15018
4260,18.10854
4261,18.18966
4262,18.17924
4263,18.16059
4264,18.1361
4265,18.11065
4266,18.08756
4267,18.06701
4268,18.04489
4269,18.03235
4270,18.03442
4271,18.02542
4272,18.01053
4273,18.0017
4274,17.99
4275,17.95729
4276,17.94116
4277,17.94131
4278,17.9787
4279,18.08942
4280,18.14545
4281,18.52306
4282,18.72839
4283,18.52096
4284,18.53065
4285,18.58925
4286,18.60455
4287,18.59645
4288,18.58427
4289,18.57209
4290,18.56208
4291,18.55168
4292,18.54063
4293,18.52088
4294,18.49371
4295,18.49047
4296,18.47066
4297,18.43394
4298,18.39591
4299,18.37156
4300,18.34582
4301,18.33767
4302,18.38145
4303,18.46514
4304,18.5421
4305,18.82701
4306,18.93308
4307,18.88986
4308,19.01364
4309,19.08867
4310,19.0329
4311,19.04021
4312,19.12487
4313,19.15755
4314,19.14388
4315,19.08539
4316,19.03939
4317,18.99914
4318,18.94432
4319,18.90284
4320,18.86441
4321,18.8154
4322,18.76891
4323,18.72744
4324,18.68163
4325,18.66775
4326,18.68847
4327,18.73242
4328,18.89404
4329,18.96608
4330,19.02154
4331,19.05385
4332,19.10063
4333,19.13269
4334,19.14334
4335,19.134
4336,19.10772
4337,19.07465
4338,19.05315
4339,19.02746
4340,19.00888
4341,18.97311
4342,18.93373
4343,18.90864
4344,18.8757
4345,18.84795
4346,18.82448
4347,18.79429
4348,18.76391
4349,18.74442
4350,18.76879
4351,18.81947
4352,18.89876
4353,19.00984
4354,19.13642
4355,19.19422
4356,19.25964
4357,19.26624
4358,19.25105
4359,19.2393
4360,19.21168
4361,19.1914
4362,19.15863
4363,19.12379
4364,19.1065
4365,19.08512
4366,19.05115
4367,19.03389
4368,19.00014
4369,18.97383
4370,18.94385
4371,18.9104
4372,18.89351
4373,18.8855
4374,18.89465
4375,18.94649
4376,19.03073
4377,19.14943
4378,19.24296
4379,19.38142
4380,19.4309
4381,19.49899
4382,19.49579
4383,19.41198
4384,19.32608
4385,19.26847
4386,19.23371
4387,19.21437
4388,19.19117
4389,19.15322
4390,19.11944
4391,19.08826
4392,19.05061
4393,19.01691
4394,18.99127
4395,18.96275
4396,18.92879
4397,18.92208
4398,18.94541
4399,19.01232
4400,19.13734
4401,19.3726
4402,19.56689
4403,19.60847
4404,19.61702
4405,19.63781
4406,19.65052
4407,19.6364
4408,19.58905
4409,19.52873
4410,19.49956
4411,19.4871
4412,19.47639
4413,19.4676
4414,19.46625
4415,19.46075
4416,19.44456
4417,19.42796
4418,19.41642
4419,19.40501
4420,19.39483
4421,19.4057
4422,19.46353
4423,19.54621
4424,19.74969
4425,20.20752
4426,20.25958
4427,20.06214
4428,19.96751
4429,19.95148
4430,19.91394
4431,19.85098
4432,19.81754
4433,19.80439
4434,19.78155
4435,19.77147
4436,19.76206
4437,19.75551
4438,19.74282
4439,19.71637
4440,19.68491
4441,19.65512
4442,19.63072
4443,19.59255
4444,19.58519
4445,19.58681
4446,19.58639
4447,19.59095
4448,19.59306
4449,19.61494
4450,19.72426
4451,19.85541
4452,19.84861
4453,19.85847
4454,19.8734
4455,19.86712
4456,19.84332
4457,19.8126
4458,19.78299
4459,19.75602
4460,19.72432
4461,19.6883
4462,19.64492
4463,19.56767
4464,19.51061
4465,19.46172
4466,19.42177
4467,19.35986
4468,19.28303
4469,19.24999
4470,19.2295
4471,19.23268
4472,19.2705
4473,19.37603
4474,19.58404
4475,19.69293
4476,19.67871
4477,19.6937
4478,19.69039
4479,19.67115
4480,19.60435
4481,19.52454
4482,19.44698
4483,19.37394
4484,19.31231
4485,19.28307
4486,19.24652
4487,19.22446
4488,19.20428
4489,19.17456
4490,19.11242
4491,19.05983
4492,19.01577
4493,18.97713
4494,18.98625
4495,19.03511
4496,19.1174
4497,19.19863
4498,19.26673
4499,19.32458
4500,19.37639
4501,19.41093
4502,19.4154
4503,19.40455
4504,19.38388
4505,19.35756
4506,19.33092
4507,19.31325
4508,19.27789
4509,19.24953
4510,19.20693
4511,19.18397
4512,19.15194
4513,19.12297
4514,19.0928
4515,19.058
4516,19.03338
4517,19.02213
4518,19.04985
4519,19.13005
4520,19.20479
4521,19.29172
4522,19.3902
4523,19.46822
4524,19.5279
4525,19.52832
4526,19.52013
4527,19.48997
4528,19.42472
4529,19.36496
4530,19.30493
4531,19.25288
4532,19.20197
4533,19.16574
4534,19.13404
4535,19.08648
4536,19.04684
4537,19.01044
4538,18.96628
4539,18.92887
4540,18.9038
4541,18.88303
4542,18.89108
4543,18.91937
4544,18.97948
4545,19.04614
4546,19.13019
4547,19.20914
4548,19.2739
4549,19.31835
4550,19.33755
4551,19.37594
4552,19.38915
4553,19.43652
4554,19.38512
4555,19.34304
4556,19.29538
4557,19.26798
4558,19.20497
4559,19.17113
4560,19.13254
4561,19.10324
4562,19.07081
4563,19.0264
4564,18.95586
4565,18.93315
4566,18.95306
4567,18.99709
4568,19.06094
4569,19.10283
4570,19.06451
4571,19.0969
4572,19.14249
4573,19.15715
4574,19.14722
4575,19.12505
4576,19.07046
4577,19.03452
4578,19.00679
4579,18.96409
4580,18.92891
4581,18.89817
4582,18.86092
4583,18.8293
4584,18.78652
4585,18.75049
4586,18.71658
4587,18.67694
4588,18.64049
4589,18.63068
4590,18.6489
4591,18.69617
4592,18.77648
4593,18.88784
4594,19.02022
4595,19.11366
4596,19.17788
4597,19.24067
4598,19.36081
4599,19.31328
4600,19.26155
4601,19.20117
4602,19.14818
4603,19.09119
4604,19.04991
4605,19.01669
4606,18.98311
4607,18.92895
4608,18.87059
4609,18.82219
4610,18.80274
4611,18.73835
4612,18.72478
4613,18.71442
4614,18.74742
4615,18.83617
4616,19.07326
4617,19.42419
4618,19.53842
4619,19.44184
4620,19.4305
4621,19.41212
4622,19.40379
4623,19.39132
4624,19.35974
4625,19.33052
4626,19.30307
4627,19.26228
4628,19.23393
4629,19.20815
4630,19.19429
4631,19.17093
4632,19.1396
4633,19.11539
4634,19.09726
4635,19.07719
4636,19.06696
4637,19.06578
4638,19.1251
4639,19.21044
4640,19.28941
4641,19.71596
4642,19.70629
4643,19.65446
4644,19.64442
4645,19.69576
4646,19.70976
4647,19.69881
4648,19.66187
4649,19.62081
4650,19.58939
4651,19.57056
4652,19.53772
