,SDI_Temp_1m,,,SDI_Temp_1m
2442,13.92,,,
2443,14,,,
2444,13.92,,,
2445,13.95,,,
2446,14,,,
2447,13.94,,,
2448,14.03,,,
2449,13.99,,,
2450,14.01,,,
2451,13.99,,,
2452,14.04,,,
2453,14.08,,,
2454,14.01,,,
2455,14.11,,,
2456,14.02,,,
2457,13.94,,,
2458,13.86,,,
2459,14,,,
2460,14,,,
2461,14.09,,,
2462,14.07,,,
2463,13.95,,,
2464,13.88,,,
2465,13.86,,,
2466,13.91,,,
2467,13.93,,,
2468,13.84,,,
2469,14.06,,,
2470,14,,,
2471,14.2,,,
2472,14.36,,,
2473,14.41,,,
2474,14.45,,,
2475,14.43,,,
2476,14.81,,,
2477,14.4,,,
2478,14.29,,,
2479,14.26,,,
2480,14.31,,,
2481,14.3,,,
2482,14.27,,,
2483,14.29,,,
2484,14.16,,,
2485,14.23,,,
2486,14.14,,,
2487,14.17,,,
2488,14.11,,,
2489,14.17,,,
2490,14.08,,,
2491,14.16,,,
2492,14.16,,,
2493,14.18,,,
2494,14.24,,,
2495,14.43,,,
2496,14.52,,,
2497,14.59,,,
2498,14.57,,,
2499,14.63,,,
2500,14.51,,,
2501,14.56,,,
2502,14.46,,,
2503,14.51,,,
2504,14.52,,,
2505,14.48,,,
2506,14.4,,,
2507,14.37,,,
2508,14.31,,,
2509,14.23,,,
2510,14.11,,,
2511,14.26,,,
2512,14.22,,,
2513,14.27,,,
2514,14.2,,,
2515,14.13,,,
2516,14.19,,,
2517,14.16,,,
2518,14.36,,,
2519,14.58,,,
2520,14.58,,,
2521,14.6,,,
2522,14.55,,,
2523,14.52,,,
2524,14.78,,,
2525,14.61,,,
2526,14.44,,,
2527,14.41,,,
2528,14.35,,,
2529,14.34,,,
2530,14.32,,,
2531,14.24,,,
2532,14.3,,,
2533,14.3,,,
2534,14.28,,,
2535,14.17,,,
2536,14.34,,,
2537,14.22,,,
2538,14.25,,,
2539,14.2,,,
2540,14.28,,,
2541,14.27,,,
2542,14.31,,,
2543,14.48,,,
2544,14.54,,,
2545,14.71,,,
2546,14.85,,,
2547,14.78,,,
2548,14.68,,,
2549,14.65,,,
2550,14.5,,,
2551,14.5,,,
2552,14.47,,,
2553,14.52,,,
2554,14.46,,,
2555,14.38,,,
2556,14.36,,,
2557,14.34,,,
2558,14.4,,,
2559,14.32,,,
2560,14.26,,,
2561,14.31,,,
2562,14.25,,,
2563,14.21,,,
2564,14.19,,,
2565,14.27,,,
2566,14.25,,,
2567,14.38,,,
2568,14.48,,,
2569,14.65,,,
2570,14.57,,,
2571,14.56,,,
2572,14.49,,,
2573,14.42,,,
2574,14.39,,,
2575,14.4,,,
2576,14.43,,,
2577,14.38,,,
2578,14.3,,,
2579,14.29,,,
2580,14.23,,,
2581,14.21,,,
2582,14.16,,,
2583,14.07,,,
2584,14.07,,,
2585,14.09,,,
2586,14.06,,,
2587,13.91,,,
2588,13.98,,,
2589,14.02,,,
2590,14.16,,,
2591,14.18,,,
2592,14.19,,,
2593,14.39,,,
2594,14.39,,,
2595,14.24,,,
2596,14.12,,,
2597,14.07,,,
2598,14.17,,,
2599,14.14,,,
2600,14.11,,,
2601,14.18,,,
2602,14.09,,,
2603,14.05,,,
2604,13.92,,,
2605,13.99,,,
2606,13.98,,,
2607,13.97,,,
2608,13.99,,,
2609,13.98,,,
2610,13.93,,,
2611,13.83,,,
2612,13.93,,,
2613,13.86,,,
2614,13.96,,,
2615,14.14,,,
2616,14.2,,,
2617,14.29,,,
2618,14.26,,,
2619,14.19,,,
2620,14.15,,,
2621,14.16,,,
2622,14.08,,,
2623,14.09,,,
2624,14.07,,,
2625,14.07,,,
2626,14.05,,,
2627,14.05,,,
2628,13.94,,,
2629,13.92,,,
2630,13.99,,,
2631,13.95,,,
2632,13.96,,,
2633,14.01,,,
2634,13.9,,,
2635,14,,,
2636,13.88,,,
2637,13.95,,,
2638,13.98,,,
2639,14.02,,,
2640,14.04,,,
2641,14.15,,,
2642,14.16,,,
2643,14.12,,,
2644,14.17,,,
2645,14.18,,,
2646,14.05,,,
2647,13.99,,,
2648,14.01,,,
2649,13.98,,,
2650,13.96,,,
2651,13.98,,,
2652,13.88,,,
2653,13.87,,,
2654,13.91,,,
2655,13.81,,,
2656,13.83,,,
2657,13.77,,,
2658,13.78,,,
2659,13.71,,,
2660,13.79,,,
2661,13.83,,,
2662,13.84,,,
2663,13.92,,,
2664,13.94,,,
2665,13.97,,,
2666,14.04,,,
2667,14.01,,,
2668,13.99,,,
2669,13.98,,,
2670,14.04,,,
2671,13.9,,,
2672,13.88,,,
2673,13.85,,,
2674,13.87,,,
2675,13.82,,,
2676,13.78,,,
2677,13.72,,,
2678,13.71,,,
2679,13.62,,,
2680,13.66,,,
2681,13.56,,,
2682,13.5,,,
2683,13.42,,,
2684,13.4,,,
2685,13.38,,,
2686,13.31,,,
2687,13.4,,,
2688,13.39,,,
2689,13.38,,,
2690,13.2,,,
2691,13.19,,,
2692,13.39,,,
2693,13.38,,,
2694,13.29,,,
2695,13.12,,,
2696,12.89,,,
2697,13.13,,,
2698,13.13,,,
2699,13.18,,,
2700,13.08,,,
2701,13.06,,,
2702,13.13,,,
2703,12.92,,,
2704,12.93,,,
2705,12.86,,,
2706,12.72,,,
2707,12.75,,,
2708,12.66,,,
2709,12.66,,,
2710,12.71,,,
2711,12.67,,,
2712,12.77,,,
2713,12.85,,,
2714,12.76,,,
2715,12.73,,,
2716,12.66,,,
2717,12.77,,,
2718,12.74,,,
2719,12.7,,,
2720,12.69,,,
2721,12.67,,,
2722,12.61,,,
2723,12.58,,,
2724,12.56,,,
2725,12.55,,,
2726,12.55,,,
2727,12.46,,,
2728,12.47,,,
2729,12.53,,,
2730,12.43,,,
2731,12.48,,,
2732,12.41,,,
2733,12.49,,,
2734,12.53,,,
2735,12.65,,,
2736,12.63,,,
2737,12.59,,,
2738,12.57,,,
2739,12.57,,,
2740,12.5,,,
2741,12.46,,,
2742,12.43,,,
2743,12.46,,,
2744,12.4,,,
2745,12.54,,,
2746,12.66,,,
2747,12.66,,,
2748,12.59,,,
2749,12.5,,,
2750,12.4,,,
2751,12.25,,,
2752,12.34,,,
2753,12.31,,,
2754,12.32,,,
2755,12.3,,,
2756,12.36,,,
2757,12.48,,,
2758,12.49,,,
2759,12.42,,,
2760,12.53,,,
2761,12.61,,,
2762,12.56,,,
2763,12.49,,,
2764,12.45,,,
2765,12.45,,,
2766,12.49,,,
2767,12.39,,,
2768,12.42,,,
2769,12.36,,,
2770,12.29,,,
2771,12.32,,,
2772,12.27,,,
2773,12.14,,,
2774,12.27,,,
2775,12.1,,,
2776,12.21,,,
2777,12.1,,,
2778,12.04,,,
2779,12,,,
2780,12.05,,,
2781,11.93,,,
2782,11.95,,,
2783,12,,,
2784,12.19,,,
2785,12.22,,,
2786,12.3,,,
2787,12.37,,,
2788,12.07,,,
2789,12.08,,,
2790,12.07,,,
2791,11.92,,,
2792,11.99,,,
2793,11.91,,,
2794,11.89,,,
2795,11.92,,,
2796,11.84,,,
2797,11.7,,,
2798,11.77,,,
2799,11.62,,,
2800,11.61,,,
2801,11.55,,,
2802,11.44,,,
2803,11.44,,,
2804,11.45,,,
2805,11.51,,,
2806,11.53,,,
2807,11.62,,,
2808,11.61,,,
2809,11.67,,,
2810,11.77,,,
2811,11.67,,,
2812,11.57,,,
2813,11.45,,,
2814,11.52,,,
2815,11.44,,,
2816,11.48,,,
2817,11.4,,,
2818,11.36,,,
2819,11.38,,,
2820,11.32,,,
2821,11.23,,,
2822,11.18,,,
2823,11.3,,,
2824,11.21,,,
2825,11.17,,,
2826,11.1,,,
2827,11.12,,,
2828,11.16,,,
2829,11.16,,,
2830,11.15,,,
2831,10.95,,,
2832,10.9,,,
2833,10.89,,,
2834,10.73,,,
2835,10.74,,,
2836,10.79,,,
2837,10.81,,,
2838,10.86,,,
2839,10.84,,,
2840,10.85,,,
2841,10.79,,,
2842,10.8,,,
2843,10.72,,,
2844,10.68,,,
2845,10.58,,,
2846,10.69,,,
2847,10.58,,,
2848,10.5,,,
2849,10.52,,,
2850,10.42,,,
2851,10.51,,,
2852,10.49,,,
2853,10.46,,,
2854,10.47,,,
2855,10.52,,,
2856,10.64,,,
2857,10.73,,,
2858,10.7,,,
2859,10.75,,,
2860,10.64,,,
2861,10.66,,,
2862,10.68,,,
2863,10.68,,,
2864,10.66,,,
2865,10.44,,,
2866,10.5,,,
2867,10.35,,,
2868,10.37,,,
2869,10.38,,,
2870,10.34,,,
2871,10.24,,,
2872,10.24,,,
2873,10.26,,,
2874,10.22,,,
2875,10.18,,,
2876,10.29,,,
2877,10.39,,,
2878,10.5,,,
2879,10.53,,,
2880,10.59,,,
2881,10.64,,,
2882,10.61,,,
2883,10.59,,,
2884,10.47,,,
2885,10.44,,,
2886,10.39,,,
2887,10.42,,,
2888,10.31,,,
2889,10.33,,,
2890,10.31,,,
2891,10.26,,,
2892,10.11,,,
2893,10.16,,,
2894,10.21,,,
2895,10.18,,,
2896,10.17,,,
2897,10.12,,,
2898,10.13,,,
2899,10.06,,,
2900,10.08,,,
2901,10.1,,,
2902,10.11,,,
2903,10.21,,,
2904,10.4,,,
2905,10.51,,,
2906,10.7,,,
2907,10.61,,,
2908,10.47,,,
2909,10.34,,,
2910,10.28,,,
2911,10.23,,,
2912,10.3,,,
2913,10.22,,,
2914,10.25,,,
2915,10.14,,,
2916,10.17,,,
2917,10.22,,,
2918,10.14,,,
2919,10.14,,,
2920,10.17,,,
2921,10.13,,,
2922,10.09,,,
2923,10.16,,,
2924,10.13,,,
2925,10.12,,,
2926,10.26,,,
2927,10.3,,,
2928,10.4,,,
2929,10.53,,,
2930,10.64,,,
2931,10.55,,,
2932,10.46,,,
2933,10.41,,,
2934,10.35,,,
2935,10.4,,,
2936,10.37,,,
2937,10.37,,,
2938,10.33,,,
2939,10.32,,,
2940,10.21,,,
2941,10.04,,,
2942,10.33,,,
2943,10.27,,,
2944,10.17,,,
2945,10.16,,,
2946,10.23,,,
2947,10.18,,,
2948,10.21,,,
2949,10.14,,,
2950,10.24,,,
2951,10.31,,,
2952,10.28,,,
2953,10.37,,,
2954,10.3,,,
2955,10.34,,,
2956,10.28,,,
2957,10.27,,,
2958,10.29,,,
2959,10.27,,,
2960,10.24,,,
2961,10.2,,,
2962,10.23,,,
2963,10.23,,,
2964,10.19,,,
2965,10.15,,,
2966,10.04,,,
2967,10.09,,,
2968,10.08,,,
2969,10.06,,,
2970,10.12,,,
2971,10.03,,,
2972,10,,,
2973,10.13,,,
2974,10.09,,,
2975,10.22,,,
2976,10.27,,,
2977,10.39,,,
2978,10.48,,,
2979,10.5,,,
2980,10.39,,,
2981,10.45,,,
2982,10.34,,,
2983,10.29,,,
2984,10.3,,,
2985,10.24,,,
2986,10.25,,,
2987,10.16,,,
2988,10.24,,,
2989,10.17,,,
2990,10.1,,,
2991,10.14,,,
2992,10.12,,,
2993,10.06,,,
2994,10.04,,,
2995,9.99,,,
2996,10.02,,,
2997,10.07,,,
2998,10.1,,,
2999,10.24,,,
3000,10.24,,,
3001,10.37,,,
3002,10.35,,,
3003,10.37,,,
3004,10.32,,,
3005,10.25,,,
3006,10.3,,,
3007,10.3,,,
3008,10.22,,,
3009,10.32,,,
3010,10.34,,,
3011,10.24,,,
3012,10.18,,,
3013,10.22,,,
3014,10.15,,,
3015,10.2,,,
3016,10.09,,,
3017,10.07,,,
3018,10.09,,,
3019,10,,,
3020,10.03,,,
3021,9.99,,,
3022,10.16,,,
3023,10.43,,,
3024,10.47,,,
3025,10.51,,,
3026,10.85,,,
3027,10.81,,,
3028,10.75,,,
3029,10.72,,,
3030,10.58,,,
3031,10.56,,,
3032,10.44,,,
3033,10.49,,,
3034,10.5,,,
3035,10.45,,,
3036,10.33,,,
3037,10.42,,,
3038,10.18,,,
3039,10.25,,,
3040,10.16,,,
3041,10.24,,,
3042,10.23,,,
3043,10.16,,,
3044,10.16,,,
3045,10.26,,,
3046,10.39,,,
3047,10.41,,,
3048,10.51,,,
3049,10.56,,,
3050,10.7,,,
3051,10.76,,,
3052,10.66,,,
3053,10.64,,,
3054,10.67,,,
3055,10.52,,,
3056,10.64,,,
3057,10.53,,,
3058,10.43,,,
3059,10.45,,,
3060,10.48,,,
3061,10.39,,,
3062,10.33,,,
3063,10.35,,,
3064,10.34,,,
3065,10.31,,,
3066,10.41,,,
3067,10.23,,,
3068,10.39,,,
3069,10.36,,,
3070,10.48,,,
3071,10.53,,,
3072,10.65,,,
3073,10.62,,,
3074,10.6,,,
3075,10.63,,,
3076,10.92,,,
3077,10.87,,,
3078,10.79,,,
3079,10.86,,,
3080,10.87,,,
3081,10.9,,,
3082,10.75,,,
3083,10.7,,,
3084,10.59,,,
3085,10.63,,,
3086,10.41,,,
3087,10.41,,,
3088,10.36,,,
3089,10.2,,,
3090,10.19,,,
3091,10.08,,,
3092,10.11,,,
3093,10.26,,,
3094,10.32,,,
3095,10.45,,,
3096,10.55,,,
3097,10.6,,,
3098,10.59,,,
3099,11.39,,,
3100,11.3,,,
3101,11.15,,,
3102,10.9,,,
3103,10.72,,,
3104,10.54,,,
3105,10.46,,,
3106,10.31,,,
3107,10.4,,,
3108,10.34,,,
3109,10.32,,,
3110,10.36,,,
3111,10.31,,,
3112,10.22,,,
3113,10.18,,,
3114,10.2,,,
3115,10.14,,,
3116,10.23,,,
3117,10.23,,,
3118,10.37,,,
3119,10.44,,,
3120,10.63,,,
3121,10.73,,,
3122,10.89,,,
3123,10.97,,,
3124,10.78,,,
3125,10.81,,,
3126,10.86,,,
3127,10.81,,,
3128,10.89,,,
3129,10.71,,,
3130,10.67,,,
3131,10.48,,,
3132,10.5,,,
3133,10.45,,,
3134,10.43,,,
3135,10.33,,,
3136,10.24,,,
3137,10.26,,,
3138,10.28,,,
3139,10.23,,,
3140,10.21,,,
3141,10.38,,,
3142,10.52,,,
3143,10.68,,,
3144,10.76,,,
3145,10.66,,,
3146,10.56,,,
3147,10.51,,,
3148,10.53,,,
3149,10.67,,,
3150,10.59,,,
3151,10.63,,,
3152,10.65,,,
3153,10.66,,,
3154,10.67,,,
3155,10.63,,,
3156,10.61,,,
3157,10.69,,,
3158,10.58,,,
3159,10.61,,,
3160,10.57,,,
3161,10.61,,,
3162,10.59,,,
3163,10.64,,,
3164,10.58,,,
3165,10.6,,,
3166,10.66,,,
3167,10.78,,,
3168,10.81,,,
3169,10.78,,,
3170,10.87,,,
3171,10.92,,,
3172,10.91,,,
3173,10.9,,,
3174,10.93,,,
3175,10.88,,,
3176,10.88,,,
3177,10.77,,,
3178,10.85,,,
3179,10.82,,,
3180,10.76,,,
3181,10.76,,,
3182,10.82,,,
3183,10.79,,,
3184,10.7,,,
3185,10.67,,,
3186,10.72,,,
3187,10.73,,,
3188,10.79,,,
3189,10.97,,,
3190,10.94,,,
3191,11.07,,,
3192,10.99,,,
3193,11.04,,,
3194,11.12,,,
3195,11.18,,,
3196,11.17,,,
3197,11.04,,,
3198,11.09,,,
3199,11.09,,,
3200,11.03,,,
3201,11.03,,,
3202,11.04,,,
3203,10.98,,,
3204,11.07,,,
3205,10.95,,,
3206,11.01,,,
3207,11.01,,,
3208,10.92,,,
3209,10.98,,,
3210,10.91,,,
3211,10.98,,,
3212,10.89,,,
3213,11.03,,,
3214,11.06,,,
3215,11.02,,,
3216,11.08,,,
3217,11.07,,,
3218,11.1,,,
3219,11.09,,,
3220,11.15,,,
3221,11.1,,,
3222,11.12,,,
3223,11.05,,,
3224,11.03,,,
3225,11.02,,,
3226,11,,,
3227,11.02,,,
3228,11.02,,,
3229,10.98,,,
3230,11.02,,,
3231,10.91,,,
3232,10.89,,,
3233,10.97,,,
3234,10.95,,,
3235,10.93,,,
3236,10.8,,,
3237,10.86,,,
3238,10.83,,,
3239,10.91,,,
3240,10.98,,,
3241,11.02,,,
3242,10.92,,,
3243,11.02,,,
3244,10.98,,,
3245,11,,,
3246,11.01,,,
3247,10.98,,,
3248,10.95,,,
3249,10.93,,,
3250,10.84,,,
3251,10.92,,,
3252,10.86,,,
3253,10.84,,,
3254,10.83,,,
3255,10.78,,,
3256,10.74,,,
3257,10.81,,,
3258,10.76,,,
3259,10.67,,,
3260,10.78,,,
3261,10.71,,,
3262,10.81,,,
3263,10.8,,,
3264,10.81,,,
3265,10.9,,,
3266,10.96,,,
3267,11.02,,,
3268,11.03,,,
3269,11.04,,,
3270,11.04,,,
3271,11.06,,,
3272,11.04,,,
3273,10.98,,,
3274,10.92,,,
3275,10.97,,,
3276,10.92,,,
3277,10.97,,,
3278,10.86,,,
3279,10.89,,,
3280,10.91,,,
3281,10.83,,,
3282,10.84,,,
3283,10.92,,,
3284,11,,,
3285,10.93,,,
3286,10.98,,,
3287,10.98,,,
3288,10.99,,,
3289,11.08,,,
3290,11.12,,,
3291,11.13,,,
3292,11.14,,,
3293,11.18,,,
3294,11.26,,,
3295,11.23,,,
3296,11.23,,,
3297,11.2,,,
3298,11.18,,,
3299,11.17,,,
3300,11.11,,,
3301,11.13,,,
3302,11.05,,,
3303,11.06,,,
3304,11.28,,,
3305,11.08,,,
3306,11.06,,,
3307,11.01,,,
3308,11.11,,,
3309,11.07,,,
3310,11.12,,,
3311,11.08,,,
3312,11.17,,,
3313,11.23,,,
3314,11.28,,,
3315,11.33,,,
3316,11.28,,,
3317,11.37,,,
3318,11.35,,,
3319,11.33,,,
3320,11.29,,,
3321,11.36,,,
3322,11.29,,,
3323,11.37,,,
3324,11.26,,,
3325,11.24,,,
3326,11.32,,,
3327,11.33,,,
3328,11.34,,,
3329,11.33,,,
3330,11.25,,,
3331,11.28,,,
3332,11.23,,,
3333,11.25,,,
3334,11.28,,,
3335,11.3,,,
3336,11.3,,,
3337,11.3,,,
3338,11.36,,,
3339,11.42,,,
3340,11.49,,,
3341,11.45,,,
3342,11.53,,,
3343,11.46,,,
3344,11.46,,,
3345,11.49,,,
3346,11.4,,,
3347,11.44,,,
3348,11.47,,,
3349,11.46,,,
3350,11.51,,,
3351,11.33,,,
3352,11.4,,,
3353,11.54,,,
3354,11.41,,,
3355,11.42,,,
3356,11.44,,,
3357,11.5,,,
3358,11.44,,,
3359,11.57,,,
3360,11.67,,,
3361,11.76,,,
3362,11.81,,,
3363,11.77,,,
3364,11.87,,,
3365,11.85,,,
3366,11.78,,,
3367,11.78,,,
3368,11.87,,,
3369,11.81,,,
3370,11.75,,,
3371,11.88,,,
3372,11.89,,,
3373,11.92,,,
3374,11.85,,,
3375,11.83,,,
3376,11.91,,,
3377,11.88,,,
3378,11.88,,,
3379,11.83,,,
3380,11.85,,,
3381,11.9,,,
3382,11.9,,,
3383,11.96,,,
3384,11.97,,,
3385,11.99,,,
3386,12.08,,,
3387,12.16,,,
3388,12.12,,,
3389,12.2,,,
3390,12.18,,,
3391,12.14,,,
3392,12.14,,,
3393,12.12,,,
3394,12.1,,,
3395,12.09,,,
3396,12.16,,,
3397,12.06,,,
3398,12.15,,,
3399,12.05,,,
3400,12.13,,,
3401,12.13,,,
3402,12.05,,,
3403,12.08,,,
3404,12.04,,,
3405,12.06,,,
3406,12.1,,,
3407,12.23,,,
3408,12.16,,,
3409,12.29,,,
3410,12.26,,,
3411,12.33,,,
3412,12.3,,,
3413,12.32,,,
3414,12.26,,,
3415,12.35,,,
3416,12.35,,,
3417,12.32,,,
3418,12.38,,,
3419,12.33,,,
3420,12.38,,,
3421,12.32,,,
3422,12.32,,,
3423,12.29,,,
3424,12.33,,,
3425,12.36,,,
3426,12.27,,,
3427,12.33,,,
3428,12.34,,,
3429,12.28,,,
3430,12.32,,,
3431,12.32,,,
3432,12.29,,,
3433,12.33,,,
3434,12.36,,,
3435,12.27,,,
3436,12.33,,,
3437,12.34,,,
3438,12.28,,,
3439,12.35,,,
3440,12.37,,,
3441,12.4,,,
3442,12.45,,,
3443,12.49,,,
3444,12.51,,,
3445,12.54,,,
3446,12.62,,,
3447,12.62,,,
3448,12.57,,,
3449,12.52,,,
3450,12.56,,,
3451,12.47,,,
3452,12.51,,,
3453,12.47,,,
3454,12.42,,,
3455,12.58,,,
3456,12.35,,,
3457,12.39,,,
3458,12.48,,,
3459,12.49,,,
3460,12.44,,,
3461,12.43,,,
3462,12.42,,,
3463,12.45,,,
3464,12.53,,,
3465,12.7,,,
3466,12.74,,,
3467,12.83,,,
3468,12.86,,,
3469,12.88,,,
3470,12.93,,,
3471,12.85,,,
3472,12.76,,,
3473,12.86,,,
3474,12.78,,,
3475,12.79,,,
3476,12.76,,,
3477,12.81,,,
3478,12.71,,,
3479,12.83,,,
3480,12.74,,,
3481,12.66,,,
3482,12.84,,,
3483,12.72,,,
3484,12.73,,,
3485,12.66,,,
3486,12.67,,,
3487,12.74,,,
3488,12.88,,,
3489,12.92,,,
3490,12.94,,,
3491,13.02,,,
3492,12.99,,,
3493,13.03,,,
3494,13.01,,,
3495,12.98,,,
3496,13,,,
3497,13.03,,,
3498,13.04,,,
3499,13,,,
3500,13.04,,,
3501,13.04,,,
3502,12.99,,,
3503,13.02,,,
3504,12.96,,,
3505,13,,,
3506,12.94,,,
3507,12.98,,,
3508,12.9,,,
3509,12.94,,,
3510,12.98,,,
3511,13,,,
3512,13.08,,,
3513,13.12,,,
3514,13.29,,,
3515,13.29,,,
3516,13.3,,,
3517,13.66,,,
3518,13.87,,,
3519,13.64,,,
3520,13.68,,,
3521,13.62,,,
3522,13.58,,,
3523,13.47,,,
3524,13.28,,,
3525,13.14,,,
3526,13.17,,,
3527,13.19,,,
3528,13.05,,,
3529,13.16,,,
3530,12.99,,,
3531,13.08,,,
3532,12.99,,,
3533,13.05,,,
3534,13.19,,,
3535,13.18,,,
3536,13.34,,,
3537,13.52,,,
3538,13.57,,,
3539,13.54,,,
3540,13.64,,,
3541,13.56,,,
3542,13.58,,,
3543,13.48,,,
3544,13.53,,,
3545,13.52,,,
3546,13.55,,,
3547,13.47,,,
3548,13.41,,,
3549,13.41,,,
3550,13.51,,,
3551,13.4,,,
3552,13.38,,,
3553,13.57,,,
3554,13.43,,,
3555,13.36,,,
3556,13.38,,,
3557,13.42,,,
3558,13.47,,,
3559,13.43,,,
3560,13.51,,,
3561,13.59,,,
3562,13.66,,,
3563,13.88,,,
3564,13.86,,,
3565,13.84,,,
3566,13.79,,,
3567,13.77,,,
3568,13.69,,,
3569,13.68,,,
3570,13.74,,,
3571,13.57,,,
3572,13.7,,,
3573,13.61,,,
3574,13.6,,,
3575,13.64,,,
3576,13.52,,,
3577,13.45,,,
3578,13.5,,,
3579,13.41,,,
3580,13.45,,,
3581,13.42,,,
3582,13.39,,,
3583,13.4,,,
3584,13.45,,,
3585,13.35,,,
3586,13.51,,,
3587,13.51,,,
3588,13.37,,,
3589,13.38,,,
3590,13.41,,,
3591,13.36,,,
3592,13.27,,,
3593,13.31,,,
3594,13.3,,,
3595,13.24,,,
3596,13.16,,,
3597,13.26,,,
3598,13.24,,,
3599,13.2,,,
3600,13.21,,,
3601,13.28,,,
3602,13.18,,,
3603,13.16,,,
3604,13.02,,,
3605,12.91,,,
3606,12.99,,,
3607,13.02,,,
3608,13.1,,,
3609,13.19,,,
3610,13.34,,,
3611,13.32,,,
3612,13.22,,,
3613,13.29,,,
3614,13.19,,,
3615,13.25,,,
3616,13.19,,,
3617,13.18,,,
3618,13.21,,,
3619,13.05,,,
3620,13.05,,,
3621,13.04,,,
3622,13.05,,,
3623,13.01,,,
3624,12.96,,,
3625,12.88,,,
3626,12.66,,,
3627,12.82,,,
3628,12.88,,,
3629,12.81,,,
3630,12.73,,,
3631,12.81,,,
3632,12.82,,,
3633,12.89,,,
3634,13.03,,,
3635,13.01,,,
3636,13.05,,,
3637,13.13,,,
3638,13.09,,,
3639,13.11,,,
3640,12.97,,,
3641,13.03,,,
3642,12.95,,,
3643,12.97,,,
3644,12.95,,,
3645,12.89,,,
3646,12.86,,,
3647,12.77,,,
3648,12.74,,,
3649,12.7,,,
3650,12.65,,,
3651,12.58,,,
3652,12.53,,,
3653,12.5,,,
3654,12.44,,,
3655,12.46,,,
3656,12.58,,,
3657,12.6,,,
3658,12.73,,,
3659,12.75,,,
3660,12.74,,,
3661,12.65,,,
3662,12.73,,,
3663,12.54,,,
3664,12.52,,,
3665,12.46,,,
3666,12.41,,,
3667,12.42,,,
3668,12.44,,,
3669,12.38,,,
3670,12.33,,,
3671,12.26,,,
3672,12.2,,,
3673,12.19,,,
3674,12.15,,,
3675,12.05,,,
3676,11.91,,,
3677,11.96,,,
3678,11.92,,,
3679,11.94,,,
3680,12.03,,,
3681,12.11,,,
3682,12.31,,,
3683,12.36,,,
3684,12.61,,,
3685,12.37,,,
3686,12.28,,,
3687,12.2,,,
3688,12.17,,,
3689,12.14,,,
3690,12.06,,,
3691,12.1,,,
3692,12.1,,,
3693,12.14,,,
3694,12.07,,,
3695,12.09,,,
3696,12.04,,,
3697,11.96,,,
3698,11.88,,,
3699,11.86,,,
3700,11.84,,,
3701,11.75,,,
3702,11.79,,,
3703,11.88,,,
3704,12.18,,,
3705,12.06,,,
3706,12.3,,,
3707,12.41,,,
3708,12.44,,,
3709,12.27,,,
3710,12.27,,,
3711,12.17,,,
3712,12.22,,,
3713,12.19,,,
3714,12.11,,,
3715,11.98,,,
3716,11.91,,,
3717,11.96,,,
3718,11.9,,,
3719,11.87,,,
3720,11.78,,,
3721,11.76,,,
3722,11.79,,,
3723,11.7,,,
3724,11.61,,,
3725,11.59,,,
3726,11.56,,,
3727,11.67,,,
3728,11.68,,,
3729,11.73,,,
3730,11.79,,,
3731,11.83,,,
3732,11.9,,,
3733,11.81,,,
3734,11.88,,,
3735,11.83,,,
3736,11.83,,,
3737,11.79,,,
3738,11.72,,,
3739,11.75,,,
3740,11.78,,,
3741,11.71,,,
3742,11.71,,,
3743,11.59,,,
3744,11.56,,,
3745,11.7,,,
3746,11.57,,,
3747,11.57,,,
3748,11.55,,,
3749,11.47,,,
3750,11.56,,,
3751,11.54,,,
3752,11.64,,,
3753,11.78,,,
3754,11.79,,,
3755,11.93,,,
3756,11.91,,,
3757,11.89,,,
3758,11.86,,,
3759,11.93,,,
3760,11.79,,,
3761,11.97,,,
3762,11.82,,,
3763,11.8,,,
3764,11.84,,,
3765,11.83,,,
3766,11.7,,,
3767,11.89,,,
3768,11.79,,,
3769,11.77,,,
3770,11.72,,,
3771,11.65,,,
3772,11.68,,,
3773,11.6,,,
3774,11.67,,,
3775,11.75,,,
3776,11.82,,,
3777,12.13,,,
3778,11.96,,,
3779,12.12,,,
3780,12.19,,,
3781,12.15,,,
3782,12.14,,,
3783,12.08,,,
3784,12.08,,,
3785,12.13,,,
3786,12.05,,,
3787,11.98,,,
3788,12.09,,,
3789,12.09,,,
3790,12,,,
3791,12.16,,,
3792,11.92,,,
3793,11.97,,,
3794,11.87,,,
3795,11.94,,,
3796,11.86,,,
3797,11.79,,,
3798,11.85,,,
3799,11.97,,,
3800,12.14,,,
3801,12.51,,,
3802,12.49,,,
3803,12.37,,,
3804,12.54,,,
3805,12.35,,,
3806,12.27,,,
3807,12.32,,,
3808,12.29,,,
3809,12.28,,,
3810,12.3,,,
3811,12.25,,,
3812,12.3,,,
3813,12.26,,,
3814,12.31,,,
3815,12.18,,,
3816,12.19,,,
3817,12.25,,,
3818,12.21,,,
3819,12.27,,,
3820,12.23,,,
3821,12.17,,,
3822,12.25,,,
3823,12.33,,,
3824,12.41,,,
3825,12.47,,,
3826,12.9,,,
3827,12.99,,,
3828,13.09,,,
3829,13.12,,,
3830,12.84,,,
3831,12.81,,,
3832,12.73,,,
3833,12.8,,,
3834,12.78,,,
3835,12.75,,,
3836,12.71,,,
3837,12.73,,,
3838,12.44,,,
3839,12.39,,,
3840,12.62,,,
3841,12.54,,,
3842,12.62,,,
