,0,1,2,3,4,5
27,0,35,628.0866870398646,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8736465546057353, 'ar.L2': -0.5108341442932078, 'sigma2': 5364944.216286491}"
28,0,36,647.0745714954472,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8957526262825535, 'ar.L2': -0.48323706767173674, 'sigma2': 5470894.901020591}"
29,0,37,664.3757098708652,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.894027205969212, 'ar.L2': -0.48551343089841026, 'sigma2': 5311693.637446094}"
30,0,38,682.6138555147996,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8843795697659728, 'ar.L2': -0.45367731207603035, 'sigma2': 5305938.863523643}"
31,0,39,699.8777851392845,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8848605186614993, 'ar.L2': -0.45373874664243635, 'sigma2': 5158857.190161511}"
32,0,40,717.3229167718835,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8859002193982657, 'ar.L2': -0.45842302551965886, 'sigma2': 5046035.86478461}"
33,0,41,735.066505639624,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8958798179816962, 'ar.L2': -0.4673215189036228, 'sigma2': 4976977.311680696}"
34,0,42,752.3894919704292,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8893116951223162, 'ar.L2': -0.4655747259993993, 'sigma2': 4864707.584547475}"
35,0,43,769.8436176758473,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8876454190662706, 'ar.L2': -0.45679772048701217, 'sigma2': 4775559.29556483}"
36,0,44,787.0855936143678,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.888228643825931, 'ar.L2': -0.4554007280591742, 'sigma2': 4667714.515573417}"
37,0,45,806.1622242986357,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8849362215304581, 'ar.L2': -0.4601536653274245, 'sigma2': 4762854.76015999}"
38,0,46,823.5093933733983,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.873900689129932, 'ar.L2': -0.45185684748034916, 'sigma2': 4673254.349122927}"
39,0,47,840.6706141596994,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8738388116842396, 'ar.L2': -0.45359348150033035, 'sigma2': 4568419.548401429}"
40,0,48,858.7472467287853,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8812899794842646, 'ar.L2': -0.46671791477329583, 'sigma2': 4557005.617708813}"
41,0,49,875.9971015064285,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8893733637715691, 'ar.L2': -0.471819921607256, 'sigma2': 4468626.160309315}"
42,0,50,893.8579691176315,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8787608601290002, 'ar.L2': -0.4771375413086714, 'sigma2': 4442409.598566765}"
43,0,51,911.7562877262096,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8642444797770101, 'ar.L2': -0.45490399440137286, 'sigma2': 4423893.231887406}"
44,0,52,929.8094711588587,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8623514399297231, 'ar.L2': -0.4527111769416274, 'sigma2': 4416635.242351082}"
45,0,53,948.9195617111368,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8820467644461849, 'ar.L2': -0.4649071062404012, 'sigma2': 4497770.370496685}"
46,0,54,966.0354729789412,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8813972648612345, 'ar.L2': -0.46489844330553703, 'sigma2': 4409763.428555633}"
47,0,55,983.7924544150533,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8792284239324963, 'ar.L2': -0.48038496860396196, 'sigma2': 4377318.198030259}"
48,0,56,1001.017276334757,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8719093037051657, 'ar.L2': -0.4711715882380341, 'sigma2': 4306863.432261018}"
49,0,57,1018.0911283562766,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8720412368342878, 'ar.L2': -0.4713400315816004, 'sigma2': 4227106.807763543}"
50,0,58,1035.153765361057,"(2, 1, 0)","(0, 0, 0, 0)","{'ar.L1': -0.8721672183303566, 'ar.L2': -0.47208976516466566, 'sigma2': 4150692.41609353}"
